query_id,variant,retrieval_variant,model_name,topic,difficulty,answer_text,answer_text_plain,citations
Q015,QW_V1,V1,Qwen2.5-3B-Instruct,rbac_and_service_accounts,intermediate,"List or watch access on Secrets can be as sensitive as get access because both actions can reveal the contents of Secrets. When a List response is returned (e.g., via `kubectl get secrets -A -o yaml`), the response includes the contents of all Secrets. Therefore, even though the get command specifically retrieves the content of a single Secret, list and watch commands can inadvertently expose the entire contents of all Secrets.

[k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__listing_secrets__0007__chunk_0001, k8s_security_docs__docs_concepts_security_secrets_good_practices__good_practices_for_kubernetes_secrets__cluster_administrators__configure_least_privilege_access_to_secrets__0004__chunk_0001, k8s_security_docs__docs_concepts_security_secrets_good_practices__good_practices_for_kubernetes_secrets__cluster_administrators__configure_least_privilege_access_to_secrets__restrict_access_for_secrets__0006__chunk_0001]","List or watch access on Secrets can be as sensitive as get access because both actions can reveal the contents of Secrets. When a List response is returned (e.g., via `kubectl get secrets -A -o yaml`), the response includes the contents of all Secrets. Therefore, even though the get command specifically retrieves the content of a single Secret, list and watch commands can inadvertently expose the entire contents of all Secrets.","[""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__listing_secrets__0007__chunk_0001"", ""k8s_security_docs__docs_concepts_security_secrets_good_practices__good_practices_for_kubernetes_secrets__cluster_administrators__configure_least_privilege_access_to_secrets__0004__chunk_0001"", ""k8s_security_docs__docs_concepts_security_secrets_good_practices__good_practices_for_kubernetes_secrets__cluster_administrators__configure_least_privilege_access_to_secrets__restrict_access_for_secrets__0006__chunk_0001""]"
Q015,QW_V3,V3,Qwen2.5-3B-Instruct,rbac_and_service_accounts,intermediate,"List or watch access on Secrets can be as sensitive as get access because both actions allow users to view the contents of all Secrets. When a List response is returned (e.g., via `kubectl get secrets -A -o yaml`), the response includes the contents of all Secrets. Therefore, even though the permissions required to list Secrets might be less than those needed to get them, the exposure of the Secret contents remains significant.

[k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0070__chunk_0002, k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__listing_secrets__0007__chunk_0001, k8s_security_docs__docs_concepts_security_hardening_guide_authentication_mechanisms__hardening_guide_authentication_mechanisms__serviceaccount_secret_tokens__0005__chunk_0001]","List or watch access on Secrets can be as sensitive as get access because both actions allow users to view the contents of all Secrets. When a List response is returned (e.g., via `kubectl get secrets -A -o yaml`), the response includes the contents of all Secrets. Therefore, even though the permissions required to list Secrets might be less than those needed to get them, the exposure of the Secret contents remains significant.","[""k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0070__chunk_0002"", ""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__listing_secrets__0007__chunk_0001"", ""k8s_security_docs__docs_concepts_security_hardening_guide_authentication_mechanisms__hardening_guide_authentication_mechanisms__serviceaccount_secret_tokens__0005__chunk_0001""]"
Q016,QW_V1,V1,Qwen2.5-3B-Instruct,rbac_and_service_accounts,intermediate,"To reduce privilege escalation through workload creation rights, minimize the distribution of privileged tokens by limiting the number of nodes running powerful pods and ensuring that powerful pods are run with least privilege. For Kubernetes, avoid assigning service accounts powerful permissions and consider using taints, tolerations, node affinity, or pod anti-affinity to prevent less-trusted pods from running alongside them.

[cncf_cloud_native_security_whitepaper__community_resources_security_whitepaper_v2_cncf_cloud_native_security_whitepaper_may2022_v2_pdf__page_0040__chunk_0002, cncf_cloud_native_security_whitepaper__community_resources_security_whitepaper_v2_cncf_cloud_native_security_whitepaper_may2022_v2_pdf__page_0040__chunk_0003, k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__general_good_practice__minimize_distribution_of_privileged_tokens__0003__chunk_0001]","To reduce privilege escalation through workload creation rights, minimize the distribution of privileged tokens by limiting the number of nodes running powerful pods and ensuring that powerful pods are run with least privilege. For Kubernetes, avoid assigning service accounts powerful permissions and consider using taints, tolerations, node affinity, or pod anti-affinity to prevent less-trusted pods from running alongside them.","[""cncf_cloud_native_security_whitepaper__community_resources_security_whitepaper_v2_cncf_cloud_native_security_whitepaper_may2022_v2_pdf__page_0040__chunk_0002"", ""cncf_cloud_native_security_whitepaper__community_resources_security_whitepaper_v2_cncf_cloud_native_security_whitepaper_may2022_v2_pdf__page_0040__chunk_0003"", ""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__general_good_practice__minimize_distribution_of_privileged_tokens__0003__chunk_0001""]"
Q016,QW_V3,V3,Qwen2.5-3B-Instruct,rbac_and_service_accounts,intermediate,"To reduce privilege escalation through workload creation rights, limit the creation rights on serviceaccounts/token. Ensure users or service accounts do not have the ability to create TokenRequests that could lead to token issuance for other service accounts. Additionally, review and manage the permissions within your RBAC configurations to prevent unauthorized creation of roles or role bindings that might grant unnecessary privileges.

[k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001, k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0070__chunk_0002, k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__0006__chunk_0001]","To reduce privilege escalation through workload creation rights, limit the creation rights on serviceaccounts/token. Ensure users or service accounts do not have the ability to create TokenRequests that could lead to token issuance for other service accounts. Additionally, review and manage the permissions within your RBAC configurations to prevent unauthorized creation of roles or role bindings that might grant unnecessary privileges.","[""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001"", ""k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0070__chunk_0002"", ""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__0006__chunk_0001""]"
Q017,QW_V1,V1,Qwen2.5-3B-Instruct,rbac_and_service_accounts,intermediate,"To audit dangerous RBAC permissions first, focus on permissions like create, patch, update, and delete. Ensure these are only granted if necessary and avoid creating RBAC permissions to modify roles, as this can lead to privilege escalation. Review and remove bindings for the system:unauthenticated group, especially those granting access to the API server. Additionally, be cautious with the patch verb, as it can allow users to update labels on namespaces or deployments, increasing the attack surface. For sensitive workloads, consider implementing a ValidatingAdmissionPolicy to further restrict write actions.

[k8s_access_control_docs__docs_reference_access_authn_authz_rbac__using_rbac_authorization__privilege_escalation_prevention_and_bootstrapping__0024__chunk_0001, k8s_security_docs__docs_concepts_security_application_security_checklist__application_security_checklist__base_security_hardening__role_based_access_control_rbac__0007__chunk_0001, k8s_access_control_docs__docs_reference_access_authn_authz_rbac__using_rbac_authorization__upgrading_from_abac__permissive_rbac_permissions__0039__chunk_0001]","To audit dangerous RBAC permissions first, focus on permissions like create, patch, update, and delete. Ensure these are only granted if necessary and avoid creating RBAC permissions to modify roles, as this can lead to privilege escalation. Review and remove bindings for the system:unauthenticated group, especially those granting access to the API server. Additionally, be cautious with the patch verb, as it can allow users to update labels on namespaces or deployments, increasing the attack surface. For sensitive workloads, consider implementing a ValidatingAdmissionPolicy to further restrict write actions.","[""k8s_access_control_docs__docs_reference_access_authn_authz_rbac__using_rbac_authorization__privilege_escalation_prevention_and_bootstrapping__0024__chunk_0001"", ""k8s_security_docs__docs_concepts_security_application_security_checklist__application_security_checklist__base_security_hardening__role_based_access_control_rbac__0007__chunk_0001"", ""k8s_access_control_docs__docs_reference_access_authn_authz_rbac__using_rbac_authorization__upgrading_from_abac__permissive_rbac_permissions__0039__chunk_0001""]"
Q017,QW_V3,V3,Qwen2.5-3B-Instruct,rbac_and_service_accounts,intermediate,"To audit dangerous RBAC permissions first, start by identifying users or services with the ability to create TokenRequests. These entities often have elevated privileges that could lead to privilege escalation. Once identified, review the roles and role bindings these entities have access to, focusing on those that allow creation of tokens for other service accounts. Additionally, ensure that no user has the ability to list secrets cluster-wide without corresponding privileges to create such tokens. For comprehensive auditing, apply AlwaysDeny authorization mode during configuration, although this is not recommended in production.

[k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001, k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0070__chunk_0002, k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0069__chunk_0001]","To audit dangerous RBAC permissions first, start by identifying users or services with the ability to create TokenRequests. These entities often have elevated privileges that could lead to privilege escalation. Once identified, review the roles and role bindings these entities have access to, focusing on those that allow creation of tokens for other service accounts. Additionally, ensure that no user has the ability to list secrets cluster-wide without corresponding privileges to create such tokens. For comprehensive auditing, apply AlwaysDeny authorization mode during configuration, although this is not recommended in production.","[""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001"", ""k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0070__chunk_0002"", ""k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0069__chunk_0001""]"
Q018,QW_V1,V1,Qwen2.5-3B-Instruct,rbac_and_service_accounts,intermediate,"Use separate service accounts for different applications to ensure isolation and better manage access controls. This practice helps prevent unauthorized access and reduces the risk of a breach affecting multiple applications simultaneously. Refer to the documentation on how to use service accounts for detailed steps.

[k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__what_are_service_accounts__0002__chunk_0001, k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__what_are_service_accounts__0002__chunk_0002, k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__0005__chunk_0001]",Use separate service accounts for different applications to ensure isolation and better manage access controls. This practice helps prevent unauthorized access and reduces the risk of a breach affecting multiple applications simultaneously. Refer to the documentation on how to use service accounts for detailed steps.,"[""k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__what_are_service_accounts__0002__chunk_0001"", ""k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__what_are_service_accounts__0002__chunk_0002"", ""k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__0005__chunk_0001""]"
Q018,QW_V3,V3,Qwen2.5-3B-Instruct,rbac_and_service_accounts,intermediate,"You should use separate service accounts for different applications to adhere to the principle of least privilege, ensuring that each application has only the necessary permissions to perform its tasks. This approach helps prevent privilege escalation risks and enhances security.

[k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001, k8s_access_control_docs__docs_reference_access_authn_authz_rbac__using_rbac_authorization__serviceaccount_permissions__0032__chunk_0001, k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0045__chunk_0003]","You should use separate service accounts for different applications to adhere to the principle of least privilege, ensuring that each application has only the necessary permissions to perform its tasks. This approach helps prevent privilege escalation risks and enhances security.","[""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001"", ""k8s_access_control_docs__docs_reference_access_authn_authz_rbac__using_rbac_authorization__serviceaccount_permissions__0032__chunk_0001"", ""k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0045__chunk_0003""]"
Q019,QW_V1,V1,Qwen2.5-3B-Instruct,rbac_and_service_accounts,advanced,"The bind and escalate verbs in Kubernetes RBAC can increase RBAC risk by allowing users to bypass built-in protections against privilege escalation. The bind verb enables users to create bindings to roles with rights they don't already have, similar to how the escalate verb allows users to effectively elevate their privileges. Both verbs undermine the RBAC system's ability to prevent privilege escalation, as they permit actions that would otherwise be restricted.

[k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__bind_verb__0012__chunk_0001, k8s_access_control_docs__docs_reference_access_authn_authz_rbac__using_rbac_authorization__privilege_escalation_prevention_and_bootstrapping__0024__chunk_0001, k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__escalate_verb__0011__chunk_0001]","The bind and escalate verbs in Kubernetes RBAC can increase RBAC risk by allowing users to bypass built-in protections against privilege escalation. The bind verb enables users to create bindings to roles with rights they don't already have, similar to how the escalate verb allows users to effectively elevate their privileges. Both verbs undermine the RBAC system's ability to prevent privilege escalation, as they permit actions that would otherwise be restricted.","[""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__bind_verb__0012__chunk_0001"", ""k8s_access_control_docs__docs_reference_access_authn_authz_rbac__using_rbac_authorization__privilege_escalation_prevention_and_bootstrapping__0024__chunk_0001"", ""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__escalate_verb__0011__chunk_0001""]"
Q019,QW_V3,V3,Qwen2.5-3B-Instruct,rbac_and_service_accounts,advanced,"The bind and escalate verbs in Kubernetes RBAC increase risk by allowing users to bypass built-in protections against privilege escalation. Granting users the bind verb enables them to create bindings to roles with rights they don't already have, similar to how the escalate verb allows for privilege escalation. Additionally, users with the create serviceaccounts/token privilege can issue tokens for existing service accounts, which can lead to token abuse and further escalate privileges.

[k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__bind_verb__0012__chunk_0001, k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0070__chunk_0002, k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001]","The bind and escalate verbs in Kubernetes RBAC increase risk by allowing users to bypass built-in protections against privilege escalation. Granting users the bind verb enables them to create bindings to roles with rights they don't already have, similar to how the escalate verb allows for privilege escalation. Additionally, users with the create serviceaccounts/token privilege can issue tokens for existing service accounts, which can lead to token abuse and further escalate privileges.","[""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__bind_verb__0012__chunk_0001"", ""k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0070__chunk_0002"", ""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001""]"
Q020,QW_V1,V1,Qwen2.5-3B-Instruct,rbac_and_service_accounts,advanced,"To control cross-namespace access for an operator, implement RBAC (Role-Based Access Control) to restrict tenants' access to their respective namespaces. Ensure that cluster-wide resources can only be accessed or modified by privileged users like cluster administrators. For finer-grained control, consider isolating each workload in its own namespace and giving each namespace unique names across your fleet. This allows for tailored security policies and easier management.

[k8s_security_docs__docs_concepts_security_multi_tenancy__multi_tenancy__control_plane_isolation__access_controls__0009__chunk_0002, k8s_security_docs__docs_concepts_security_multi_tenancy__multi_tenancy__implementations__namespace_per_tenant__0023__chunk_0001, wallarm_kubernetes_security_whitepaper__5ff66329429d880392f6cba2_60061e3fc399246789cb179c_wallarm_20whitepaper_207_20steps_20to_20kubernetes_20security_pdf__page_0006__chunk_0004]","To control cross-namespace access for an operator, implement RBAC (Role-Based Access Control) to restrict tenants' access to their respective namespaces. Ensure that cluster-wide resources can only be accessed or modified by privileged users like cluster administrators. For finer-grained control, consider isolating each workload in its own namespace and giving each namespace unique names across your fleet. This allows for tailored security policies and easier management.","[""k8s_security_docs__docs_concepts_security_multi_tenancy__multi_tenancy__control_plane_isolation__access_controls__0009__chunk_0002"", ""k8s_security_docs__docs_concepts_security_multi_tenancy__multi_tenancy__implementations__namespace_per_tenant__0023__chunk_0001"", ""wallarm_kubernetes_security_whitepaper__5ff66329429d880392f6cba2_60061e3fc399246789cb179c_wallarm_20whitepaper_207_20steps_20to_20kubernetes_20security_pdf__page_0006__chunk_0004""]"
Q020,QW_V3,V3,Qwen2.5-3B-Instruct,rbac_and_service_accounts,advanced,"To control cross-namespace access for an operator, you should define roles and role bindings that limit the operator's ability to modify labels on namespaces. This prevents the operator from inadvertently changing the namespace configuration to a more permissive policy. Additionally, ensure that the operator has minimal necessary permissions and that their actions are closely monitored. Using namespaces as trust boundaries is a good practice, and it's advisable to have a namespace per microservice to enhance security.

[k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__namespace_modification__0017__chunk_0001, k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0132__chunk_0001, k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001]","To control cross-namespace access for an operator, you should define roles and role bindings that limit the operator's ability to modify labels on namespaces. This prevents the operator from inadvertently changing the namespace configuration to a more permissive policy. Additionally, ensure that the operator has minimal necessary permissions and that their actions are closely monitored. Using namespaces as trust boundaries is a good practice, and it's advisable to have a namespace per microservice to enhance security.","[""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__namespace_modification__0017__chunk_0001"", ""k8s_security_observability_book__wp_content_uploads_2023_12_kubernetes_security_and_observability_pdf__page_0132__chunk_0001"", ""k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__token_request__0015__chunk_0001""]"
Q021,QW_V1,V1,Qwen2.5-3B-Instruct,pod_security_and_admission_control,basic,"Pod Security Admission in Kubernetes enforces security policies on Pods before they are admitted into the cluster. It operates as a built-in admission controller starting from Kubernetes v1.36, enforcing Pod Security Standards at the namespace level. This admission controller checks new Pods against the requested security context and the namespace's permitted Pod Security Standards. It supports three modes: warn, audit, and enforce, allowing gradual application of security contexts based on best practices. Additionally, it can be combined with third-party admission webhooks and external services for more granular control.

[k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__built_in_pod_security_admission_enforcement__0002__chunk_0001, k8s_access_control_docs__docs_reference_access_authn_authz_admission_controllers__admission_control_in_kubernetes__what_does_each_admission_controller_do__podsecurity__0041__chunk_0001, k8s_security_docs__docs_concepts_security_security_checklist__security_checklist__pod_security__0004__chunk_0002]","Pod Security Admission in Kubernetes enforces security policies on Pods before they are admitted into the cluster. It operates as a built-in admission controller starting from Kubernetes v1.36, enforcing Pod Security Standards at the namespace level. This admission controller checks new Pods against the requested security context and the namespace's permitted Pod Security Standards. It supports three modes: warn, audit, and enforce, allowing gradual application of security contexts based on best practices. Additionally, it can be combined with third-party admission webhooks and external services for more granular control.","[""k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__built_in_pod_security_admission_enforcement__0002__chunk_0001"", ""k8s_access_control_docs__docs_reference_access_authn_authz_admission_controllers__admission_control_in_kubernetes__what_does_each_admission_controller_do__podsecurity__0041__chunk_0001"", ""k8s_security_docs__docs_concepts_security_security_checklist__security_checklist__pod_security__0004__chunk_0002""]"
Q021,QW_V3,V3,Qwen2.5-3B-Instruct,pod_security_and_admission_control,basic,"Pod Security Admission in Kubernetes enforces security policies on pods. It checks new Pods before they are admitted into the cluster, ensuring they meet the required security standards. This admission controller uses Pod Security Standards to validate the requested security context against the namespace's permitted standards. It replaces the deprecated PodSecurityPolicy and is recommended for enforcing security policies to prevent risky containers or pods from being deployed. Refer to the Kubernetes documentation for detailed configuration instructions.

[k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__built_in_pod_security_admission_enforcement__0002__chunk_0001, k8s_access_control_docs__docs_reference_access_authn_authz_admission_controllers__admission_control_in_kubernetes__what_does_each_admission_controller_do__podsecurity__0041__chunk_0001, owasp_k8s_cheatsheet__cheatsheets_kubernetes_security_cheat_sheet_html__kubernetes_security_cheat_sheet__section_5_kubernetes_security_best_practices_runtime_phase__use_pod_security_admission_to_prevent_risky_containers_pods_from_being_deployed__0050__chunk_0001]","Pod Security Admission in Kubernetes enforces security policies on pods. It checks new Pods before they are admitted into the cluster, ensuring they meet the required security standards. This admission controller uses Pod Security Standards to validate the requested security context against the namespace's permitted standards. It replaces the deprecated PodSecurityPolicy and is recommended for enforcing security policies to prevent risky containers or pods from being deployed. Refer to the Kubernetes documentation for detailed configuration instructions.","[""k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__built_in_pod_security_admission_enforcement__0002__chunk_0001"", ""k8s_access_control_docs__docs_reference_access_authn_authz_admission_controllers__admission_control_in_kubernetes__what_does_each_admission_controller_do__podsecurity__0041__chunk_0001"", ""owasp_k8s_cheatsheet__cheatsheets_kubernetes_security_cheat_sheet_html__kubernetes_security_cheat_sheet__section_5_kubernetes_security_best_practices_runtime_phase__use_pod_security_admission_to_prevent_risky_containers_pods_from_being_deployed__0050__chunk_0001""]"
Q022,QW_V1,V1,Qwen2.5-3B-Instruct,pod_security_and_admission_control,basic,"Most application namespaces should aim for the Restricted Pod Security policy because it enforces current Pod hardening best practices, which enhances security at the cost of some compatibility. This policy is suitable for operators, developers of security-critical applications, and lower-trust users.

[k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__user_namespaces__0012__chunk_0001, k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__pod_os_field__restricted_pod_security_standard_changes__0010__chunk_0001, k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__profile_details__restricted__0005__chunk_0001]","Most application namespaces should aim for the Restricted Pod Security policy because it enforces current Pod hardening best practices, which enhances security at the cost of some compatibility. This policy is suitable for operators, developers of security-critical applications, and lower-trust users.","[""k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__user_namespaces__0012__chunk_0001"", ""k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__pod_os_field__restricted_pod_security_standard_changes__0010__chunk_0001"", ""k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__profile_details__restricted__0005__chunk_0001""]"
Q022,QW_V3,V3,Qwen2.5-3B-Instruct,pod_security_and_admission_control,basic,"Most application namespaces should aim for the Restricted Pod Security policy because it follows pod hardening best practices, providing the most restrictive level of security while still maintaining operational flexibility. This policy adheres to hardening best practices, ensuring that pods do not have unnecessary privileges, thereby reducing potential attack surfaces.

[owasp_k8s_cheatsheet__cheatsheets_kubernetes_security_cheat_sheet_html__kubernetes_security_cheat_sheet__section_5_kubernetes_security_best_practices_runtime_phase__use_pod_security_admission_to_prevent_risky_containers_pods_from_being_deployed__0050__chunk_0001, k8s_security_docs__docs_concepts_security_security_checklist__security_checklist__pod_security__0004__chunk_0002, aalto_k8s_security_thesis__server_api_core_bitstreams_d523d51a_e37d_4df4_acc6_7f3a75f44af1_content__page_0028__chunk_0002]","Most application namespaces should aim for the Restricted Pod Security policy because it follows pod hardening best practices, providing the most restrictive level of security while still maintaining operational flexibility. This policy adheres to hardening best practices, ensuring that pods do not have unnecessary privileges, thereby reducing potential attack surfaces.","[""owasp_k8s_cheatsheet__cheatsheets_kubernetes_security_cheat_sheet_html__kubernetes_security_cheat_sheet__section_5_kubernetes_security_best_practices_runtime_phase__use_pod_security_admission_to_prevent_risky_containers_pods_from_being_deployed__0050__chunk_0001"", ""k8s_security_docs__docs_concepts_security_security_checklist__security_checklist__pod_security__0004__chunk_0002"", ""aalto_k8s_security_thesis__server_api_core_bitstreams_d523d51a_e37d_4df4_acc6_7f3a75f44af1_content__page_0028__chunk_0002""]"
Q023,QW_V1,V1,Qwen2.5-3B-Instruct,pod_security_and_admission_control,basic,"Privileged containers are dangerous in a hardened cluster because they can lead to a compromised node affecting the entire cluster, as seen in scenarios where a single node's key pairs are shared across all nodes, allowing unauthorized hosts to join and run containers. Additionally, privileged containers pose a high risk due to their ability to escape and attack resources in other containers and the host OS itself, as they have elevated privileges.

[nist_sp_800_190__nistpubs_specialpublications_nist_sp_800_190_pdf__page_0036__chunk_0002, nist_sp_800_190__nistpubs_specialpublications_nist_sp_800_190_pdf__page_0028__chunk_0002, nist_sp_800_190__nistpubs_specialpublications_nist_sp_800_190_pdf__page_0007__chunk_0002]","Privileged containers are dangerous in a hardened cluster because they can lead to a compromised node affecting the entire cluster, as seen in scenarios where a single node's key pairs are shared across all nodes, allowing unauthorized hosts to join and run containers. Additionally, privileged containers pose a high risk due to their ability to escape and attack resources in other containers and the host OS itself, as they have elevated privileges.","[""nist_sp_800_190__nistpubs_specialpublications_nist_sp_800_190_pdf__page_0036__chunk_0002"", ""nist_sp_800_190__nistpubs_specialpublications_nist_sp_800_190_pdf__page_0028__chunk_0002"", ""nist_sp_800_190__nistpubs_specialpublications_nist_sp_800_190_pdf__page_0007__chunk_0002""]"
Q023,QW_V3,V3,Qwen2.5-3B-Instruct,pod_security_and_admission_control,basic,"Privileged containers are dangerous in a hardened Kubernetes cluster because they provide the widest level of permissions, allowing for privilege escalations. This can lead to compromised integrity of the entire cluster. By contrast, the restricted Pod Security Standard, which follows pod hardening best practices, imposes stricter controls over securityContext settings, including prohibiting features like securityContext.privileged, hostPID, hostPath, hostIPC, and more. Therefore, it's advisable to deploy pods with the restricted level of Pod Security Standard to minimize risks.

[aalto_k8s_security_thesis__server_api_core_bitstreams_d523d51a_e37d_4df4_acc6_7f3a75f44af1_content__page_0028__chunk_0002, owasp_k8s_cheatsheet__cheatsheets_kubernetes_security_cheat_sheet_html__kubernetes_security_cheat_sheet__section_5_kubernetes_security_best_practices_runtime_phase__use_pod_security_admission_to_prevent_risky_containers_pods_from_being_deployed__0050__chunk_0001, owasp_k8s_cheatsheet__cheatsheets_kubernetes_security_cheat_sheet_html__kubernetes_security_cheat_sheet__section_4_kubernetes_security_best_practices_deploy_phase__continuously_assess_the_privileges_used_by_containers__utilize_pod_security_standards_and_the_built_in_pod_security_admission_controller_to_enforce_container_privilege_levels__0036__chunk_0001]","Privileged containers are dangerous in a hardened Kubernetes cluster because they provide the widest level of permissions, allowing for privilege escalations. This can lead to compromised integrity of the entire cluster. By contrast, the restricted Pod Security Standard, which follows pod hardening best practices, imposes stricter controls over securityContext settings, including prohibiting features like securityContext.privileged, hostPID, hostPath, hostIPC, and more. Therefore, it's advisable to deploy pods with the restricted level of Pod Security Standard to minimize risks.","[""aalto_k8s_security_thesis__server_api_core_bitstreams_d523d51a_e37d_4df4_acc6_7f3a75f44af1_content__page_0028__chunk_0002"", ""owasp_k8s_cheatsheet__cheatsheets_kubernetes_security_cheat_sheet_html__kubernetes_security_cheat_sheet__section_5_kubernetes_security_best_practices_runtime_phase__use_pod_security_admission_to_prevent_risky_containers_pods_from_being_deployed__0050__chunk_0001"", ""owasp_k8s_cheatsheet__cheatsheets_kubernetes_security_cheat_sheet_html__kubernetes_security_cheat_sheet__section_4_kubernetes_security_best_practices_deploy_phase__continuously_assess_the_privileges_used_by_containers__utilize_pod_security_standards_and_the_built_in_pod_security_admission_controller_to_enforce_container_privilege_levels__0036__chunk_0001""]"
