source_id,page_number_display,chunk_id,chunk_index,sentence_count,word_count,text
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__before_you_begin__0002__chunk_0001,1,6,158,"You need to have a Kubernetes cluster, and the kubectl command-line tool must be configured to communicate with your cluster. It is recommended to run this tutorial on a cluster with at least two nodes that are not acting as control plane hosts. If you do not already have a cluster, you can create one by using minikube or you can use one of these Kubernetes playgrounds: iximiuz Labs Killercoda KodeKloud To check the version, enter kubectl version. You need to have a Kubernetes cluster, and the kubectl command-line tool must be configured to communicate with your cluster. It is recommended to run this tutorial on a cluster with at least two nodes that are not acting as control plane hosts. If you do not already have a cluster, you can create one by using minikube or you can use one of these Kubernetes playgrounds: iximiuz Labs Killercoda KodeKloud To check the version, enter kubectl version. kubectl version"
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_access_to_the_kubernetes_api__0003__chunk_0001,1,1,38,"Section: Securing a Cluster > Controlling access to the Kubernetes API. As Kubernetes is entirely API-driven, controlling and limiting who can access the cluster and what actions they are allowed to perform is the first line of defense."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_access_to_the_kubernetes_api__use_transport_layer_security_tls_for_all_api_traffic__0004__chunk_0001,1,2,64,"Kubernetes expects that all API communication in the cluster is encrypted by default with TLS, and the majority of installation methods will allow the necessary certificates to be created and distributed to the cluster components. Note that some components and installation methods may enable local ports over HTTP and administrators should familiarize themselves with the settings of each component to identify potentially unsecured traffic."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_access_to_the_kubernetes_api__api_authentication__0005__chunk_0001,1,6,116,"Choose an authentication mechanism for the API servers to use that matches the common access patterns when you install a cluster. For instance, small, single-user clusters may wish to use a simple certificate or static Bearer token approach. Larger clusters may wish to integrate an existing OIDC or LDAP server that allow users to be subdivided into groups. All API clients must be authenticated, even those that are part of the infrastructure like nodes, proxies, the scheduler, and volume plugins. These clients are typically service accounts or use x509 client certificates, and they are created automatically at cluster startup or are setup as part of the cluster installation. Consult the authentication reference document for more information."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_access_to_the_kubernetes_api__api_authorization__0006__chunk_0001,1,7,151,"Once authenticated, every API call is also expected to pass an authorization check. Kubernetes ships an integrated Role-Based Access Control (RBAC) component that matches an incoming user or group to a set of permissions bundled into roles. These permissions combine verbs (get, create, delete) with resources (pods, services, nodes) and can be namespace-scoped or cluster-scoped. A set of out-of-the-box roles are provided that offer reasonable default separation of responsibility depending on what actions a client might want to perform. It is recommended that you use the Node and RBAC authorizers together, in combination with the NodeRestriction admission plugin. As with authentication, simple and broad roles may be appropriate for smaller clusters, but as more users interact with the cluster, it may become necessary to separate teams into separate namespaces with more limited roles. With authorization, it is important to understand how updates on one object may cause actions in other places."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_access_to_the_kubernetes_api__api_authorization__0006__chunk_0002,2,7,152,"For instance, a user may not be able to create pods directly, but allowing them to create a deployment, which creates pods on their behalf, will let them create those pods indirectly. Likewise, deleting a node from the API will result in the pods scheduled to that node being terminated and recreated on other nodes. The out-of-the box roles represent a balance between flexibility and common use cases, but more limited roles should be carefully reviewed to prevent accidental escalation. You can make roles specific to your use case if the out-of-box ones don't meet your needs. Consult the authorization reference section for more information. If your cluster uses Dynamic Resource Allocation (DRA), review DRA synthetic subresource authorization ( resourceclaims/binding and resourceclaims/driver ) and grant only the minimum required verbs to each component. For details, see Hardening Guide - Dynamic Resource Allocation and Harden Dynamic Resource Allocation in Your Cluster. resourceclaims/binding resourceclaims/driver"
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_access_to_the_kubelet__0007__chunk_0001,1,4,48,Section: Securing a Cluster > Controlling access to the Kubelet. Kubelets expose HTTPS endpoints which grant powerful control over the node and containers. By default Kubelets allow unauthenticated access to this API. Production clusters should enable Kubelet authentication and authorization. Consult the Kubelet authentication/authorization reference for more information.
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_the_capabilities_of_a_workload_or_user_at_runtime__0008__chunk_0001,1,2,50,"Section: Securing a Cluster > Controlling the capabilities of a workload or user at runtime. Authorization in Kubernetes is intentionally high level, focused on coarse actions on resources. More powerful controls exist as policies to limit by use case how those objects act on the cluster, themselves, and other resources."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_the_capabilities_of_a_workload_or_user_at_runtime__limiting_resource_usage_on_a_cluster__0009__chunk_0001,1,3,85,"Resource quota limits the number or capacity of resources granted to a namespace. This is most often used to limit the amount of CPU, memory, or persistent disk a namespace can allocate, but can also control how many pods, services, or volumes exist in each namespace. Limit ranges restrict the maximum or minimum size of some of the resources above, to prevent users from requesting unreasonably high or low values for commonly reserved resources like memory, or to provide default limits when none are specified."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_the_capabilities_of_a_workload_or_user_at_runtime__controlling_what_privileges_containers_run_with__0010__chunk_0001,1,5,138,"A pod definition contains a security context that allows it to request access to run as a specific Linux user on a node (like root), access to run privileged or access the host network, and other controls that would otherwise allow it to run unfettered on a hosting node. You can configure Pod security admission to enforce use of a particular Pod Security Standard in a namespace, or to detect breaches. Generally, most application workloads need limited access to host resources so they can successfully run as a root process (uid 0) without access to host information. However, considering the privileges associated with the root user, you should write application containers to run as a non-root user. Similarly, administrators who wish to prevent client applications from escaping their containers should apply the Baseline or Restricted Pod Security Standard."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_the_capabilities_of_a_workload_or_user_at_runtime__preventing_containers_from_loading_unwanted_kernel_modules__0011__chunk_0001,1,4,97,"The Linux kernel automatically loads kernel modules from disk if needed in certain circumstances, such as when a piece of hardware is attached or a filesystem is mounted. Of particular relevance to Kubernetes, even unprivileged processes can cause certain network-protocol-related kernel modules to be loaded, just by creating a socket of the appropriate type. This may allow an attacker to exploit a security hole in a kernel module that the administrator assumed was not in use. To prevent specific modules from being automatically loaded, you can uninstall them from the node, or add rules to block them."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_the_capabilities_of_a_workload_or_user_at_runtime__preventing_containers_from_loading_unwanted_kernel_modules__0011__chunk_0002,2,2,121,"On most Linux distributions, you can do that by creating a file such as /etc/modprobe.d/kubernetes-blacklist.conf with contents like: /etc/modprobe.d/kubernetes-blacklist.conf # DCCP is unlikely to be needed, has had multiple serious # vulnerabilities, and is not well-maintained. blacklist dccp # SCTP is not used in most Kubernetes clusters, and has also had # vulnerabilities in the past. blacklist sctp To block module loading more generically, you can use a Linux Security Module (such as SELinux) to completely deny the module_request permission to containers, preventing the kernel from loading modules for containers under any circumstances. (Pods would still be able to use modules that had been loaded manually, or modules that were loaded by the kernel on behalf of some more-privileged process.) module_request"
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_the_capabilities_of_a_workload_or_user_at_runtime__restricting_network_access__0012__chunk_0001,1,4,102,"The network policies for a namespace allows application authors to restrict which pods in other namespaces may access pods and ports within their namespaces. Many of the supported Kubernetes networking providers now respect network policy. Quota and limit ranges can also be used to control whether users may request node ports or load-balanced services, which on many clusters can control whether those users applications are visible outside of the cluster. Additional protections may be available that control network rules on a per-plugin or per- environment basis, such as per-node firewalls, physically separating cluster nodes to prevent cross talk, or advanced networking policy."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_the_capabilities_of_a_workload_or_user_at_runtime__restricting_cloud_metadata_api_access__0013__chunk_0001,1,4,91,"Cloud platforms (AWS, Azure, GCE, etc.) often expose metadata services locally to instances. By default these APIs are accessible by pods running on an instance and can contain cloud credentials for that node, or provisioning data such as kubelet credentials. These credentials can be used to escalate within the cluster or to other cloud services under the same account. When running Kubernetes on a cloud platform, limit permissions given to instance credentials, use network policies to restrict pod access to the metadata API, and avoid using provisioning data to deliver secrets."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__controlling_the_capabilities_of_a_workload_or_user_at_runtime__controlling_which_nodes_pods_may_access__0014__chunk_0001,1,5,109,"By default, there are no restrictions on which nodes may run a pod. Kubernetes offers a rich set of policies for controlling placement of pods onto nodes and the taint-based pod placement and eviction that are available to end users. For many clusters use of these policies to separate workloads can be a convention that authors adopt or enforce via tooling. As an administrator, a beta admission plugin PodNodeSelector can be used to force pods within a namespace to default or require a specific node selector, and if end users cannot alter namespaces, this can strongly limit the placement of all of the pods in a specific workload. PodNodeSelector"
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__protecting_cluster_components_from_compromise__0015__chunk_0001,1,1,21,Section: Securing a Cluster > Protecting cluster components from compromise. This section describes some common patterns for protecting clusters from compromise.
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__protecting_cluster_components_from_compromise__restrict_access_to_etcd__0016__chunk_0001,1,2,70,"Write access to the etcd backend for the API is equivalent to gaining root on the entire cluster, and read access can be used to escalate fairly quickly. Administrators should always use strong credentials from the API servers to their etcd server, such as mutual auth via TLS client certificates, and it is often recommended to isolate the etcd servers behind a firewall that only the API servers may access."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__protecting_cluster_components_from_compromise__enable_audit_logging__0017__chunk_0001,1,2,49,Section: Protecting cluster components from compromise > Enable audit logging. The audit logger is a beta feature that records actions taken by the API for later analysis in the event of a compromise. It is recommended to enable audit logging and archive the audit file on a secure server.
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__protecting_cluster_components_from_compromise__restrict_access_to_alpha_or_beta_features__0018__chunk_0001,1,3,48,"Alpha and beta Kubernetes features are in active development and may have limitations or bugs that result in security vulnerabilities. Always assess the value an alpha or beta feature may provide against the possible risk to your security posture. When in doubt, disable features you do not use."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__protecting_cluster_components_from_compromise__rotate_infrastructure_credentials_frequently__0019__chunk_0001,1,5,87,"The shorter the lifetime of a secret or credential the harder it is for an attacker to make use of that credential. Set short lifetimes on certificates and automate their rotation. Use an authentication provider that can control how long issued tokens are available and use short lifetimes where possible. If you use service-account tokens in external integrations, plan to rotate those tokens frequently. For example, once the bootstrap phase is complete, a bootstrap token used for setting up nodes should be revoked or its authorization removed."
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__protecting_cluster_components_from_compromise__review_third_party_integrations_before_enabling_them__0020__chunk_0001,1,6,188,"Many third party integrations to Kubernetes may alter the security profile of your cluster. When enabling an integration, always review the permissions that an extension requests before granting it access. For example, many security integrations may request access to view all secrets on your cluster which is effectively making that component a cluster admin. When in doubt, restrict the integration to functioning in a single namespace if possible. Components that create pods may also be unexpectedly powerful if they can do so inside namespaces like the kube-system namespace, because those pods can gain access to service account secrets or run with elevated permissions if those service accounts are granted access to permissive PodSecurityPolicies. kube-system If you use Pod Security admission and allow any component to create Pods within a namespace that permits privileged Pods, those Pods may be able to escape their containers and use this widened access to elevate their privileges. You should not allow untrusted components to create Pods in any system namespace (those with names that start with kube- ) nor in any namespace where that access grant allows the possibility of privilege escalation. kube-"
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__protecting_cluster_components_from_compromise__encrypt_secrets_at_rest__0021__chunk_0001,1,7,136,"In general, the etcd database will contain any information accessible via the Kubernetes API and may grant an attacker significant visibility into the state of your cluster. Always encrypt your backups using a well reviewed backup and encryption solution, and consider using full disk encryption where possible. Kubernetes supports optional encryption at rest for information in the Kubernetes API. This lets you ensure that when Kubernetes stores data for objects (for example, Secret or ConfigMap objects), the API server writes an encrypted representation of the object. That encryption means that even someone who has access to etcd backup data is unable to view the content of those objects. In Kubernetes 1.36 you can also encrypt custom resources; encryption-at-rest for extension APIs defined in CustomResourceDefinitions was added to Kubernetes as part of the v1.26 release. Secret ConfigMap"
k8s_security_docs,,k8s_security_docs__docs_tasks_administer_cluster_securing_a_cluster__securing_a_cluster__protecting_cluster_components_from_compromise__receiving_alerts_for_security_updates_and_reporting_vulnerabilities__0022__chunk_0001,1,2,36,Section: Protecting cluster components from compromise > Receiving alerts for security updates and reporting vulnerabilities. Join the kubernetes-announce group for emails about security announcements. See the security reporting page for more on how to report vulnerabilities.
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__0001__chunk_0001,1,3,36,Section: Pod Security Standards. The Pod Security Standards define three different policies to broadly cover the security spectrum. These policies are cumulative and range from highly-permissive to highly-restrictive. This guide outlines the requirements of each policy.
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__profile_details__privileged__0002__chunk_0001,1,5,73,"The Privileged policy is purposely-open, and entirely unrestricted. This type of policy is typically aimed at system- and infrastructure-level workloads managed by privileged, trusted users. The Privileged policy is defined by an absence of restrictions. If you define a Pod where the Privileged security policy applies, the Pod you define is able to bypass typical container isolation mechanisms. For example, you can define a Pod that has access to the node's host network."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__profile_details__baseline__0003__chunk_0001,1,3,42,Section: Profile Details > Baseline. The Baseline policy is aimed at ease of adoption for common containerized workloads while preventing known privilege escalations. This policy is targeted at application operators and developers of non-critical applications. The following listed controls should be enforced/disallowed:
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__profile_details__baseline__note__0004__chunk_0001,1,7,165,* spec.containers[*].securityContext Windows Pods offer the ability to run HostProcess containers which enables privileged access to the Windows host machine. Privileged access to the host is disallowed in the Baseline policy. Kubernetes v1.26 [stable] Restricted Fields spec.securityContext.windowsOptions.hostProcess spec.containers[*].securityContext.windowsOptions.hostProcess spec.initContainers[*].securityContext.windowsOptions.hostProcess spec.ephemeralContainers[*].securityContext.windowsOptions.hostProcess Allowed Values Undefined/nil false Sharing the host namespaces must be disallowed. Restricted Fields spec.hostNetwork spec.hostPID spec.hostIPC Allowed Values Undefined/nil false Privileged Pods disable most security mechanisms and must be disallowed. Restricted Fields spec.containers[*].securityContext.privileged spec.initContainers[*].securityContext.privileged spec.ephemeralContainers[*].securityContext.privileged Allowed Values Undefined/nil false Adding additional capabilities beyond those listed below must be disallowed. Restricted Fields spec.containers[*].securityContext.capabilities.add spec.initContainers[*].securityContext.capabilities.add spec.ephemeralContainers[*].securityContext.capabilities.add Allowed Values Undefined/nil AUDIT_WRITE CHOWN DAC_OVERRIDE FOWNER FSETID KILL MKNOD NET_BIND_SERVICE SETFCAP SETGID SETPCAP SETUID SYS_CHROOT HostPath volumes must be forbidden. Restricted Fields spec.volumes[*].hostPath Allowed Values Undefined/nil HostPorts should be disallowed entirely (recommended) or restricted to a known list Restricted Fields spec.containers[*].ports[*].hostPort spec.initContainers[*].ports[*].hostPort spec.ephemeralContainers[*].ports[*].hostPort Allowed Values Undefined/nil Known list (not supported by the built-in Pod Security Admission controller ) 0 The Host field in probes and lifecycle hooks must be disallowed.
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__profile_details__baseline__note__0004__chunk_0002,2,4,158,"Restricted Fields spec.containers[*].livenessProbe.httpGet.host spec.containers[*].readinessProbe.httpGet.host spec.containers[*].startupProbe.httpGet.host spec.containers[*].livenessProbe.tcpSocket.host spec.containers[*].readinessProbe.tcpSocket.host spec.containers[*].startupProbe.tcpSocket.host spec.containers[*].lifecycle.postStart.tcpSocket.host spec.containers[*].lifecycle.preStop.tcpSocket.host spec.containers[*].lifecycle.postStart.httpGet.host spec.containers[*].lifecycle.preStop.httpGet.host spec.initContainers[*].livenessProbe.httpGet.host spec.initContainers[*].readinessProbe.httpGet.host spec.initContainers[*].startupProbe.httpGet.host spec.initContainers[*].livenessProbe.tcpSocket.host spec.initContainers[*].readinessProbe.tcpSocket.host spec.initContainers[*].startupProbe.tcpSocket.host spec.initContainers[*].lifecycle.postStart.tcpSocket.host spec.initContainers[*].lifecycle.preStop.tcpSocket.host spec.initContainers[*].lifecycle.postStart.httpGet.host spec.initContainers[*].lifecycle.preStop.httpGet.host Allowed Values Undefined/nil """" On supported hosts, the RuntimeDefault AppArmor profile is applied by default. The baseline policy should prevent overriding or disabling the default AppArmor profile, or restrict overrides to an allowed set of profiles. RuntimeDefault Restricted Fields spec.securityContext.appArmorProfile.type spec.containers[*].securityContext.appArmorProfile.type spec.initContainers[*].securityContext.appArmorProfile.type spec.ephemeralContainers[*].securityContext.appArmorProfile.type Allowed Values Undefined/nil RuntimeDefault Localhost metadata.annotations[""container.apparmor.security.beta.kubernetes.io/*""] Allowed Values Undefined/nil runtime/default localhost/* Setting the SELinux type is restricted, and setting a custom SELinux user or role option is forbidden. Restricted Fields spec.securityContext.seLinuxOptions.type spec.containers[*].securityContext.seLinuxOptions.type spec.initContainers[*].securityContext.seLinuxOptions.type spec.ephemeralContainers[*].securityContext.seLinuxOptions.type Allowed Values Undefined/"""" container_t container_init_t container_kvm_t container_engine_t (since Kubernetes 1.31) container_engine_t Restricted Fields spec.securityContext.seLinuxOptions.user spec.containers[*].securityContext.seLinuxOptions.user spec.initContainers[*].securityContext.seLinuxOptions.user spec.ephemeralContainers[*].securityContext.seLinuxOptions.user spec.securityContext.seLinuxOptions.role spec.containers[*].securityContext.seLinuxOptions.role spec.initContainers[*].securityContext.seLinuxOptions.role spec.ephemeralContainers[*].securityContext.seLinuxOptions.role Allowed Values Undefined/"""" /proc The default /proc masks are set up to reduce attack surface, and should be required. /proc Restricted Fields spec.containers[*].securityContext.procMount spec.initContainers[*].securityContext.procMount spec.ephemeralContainers[*].securityContext.procMount Allowed Values Undefined/nil Default Seccomp profile must not be explicitly set to Unconfined."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__profile_details__baseline__note__0004__chunk_0003,3,3,98,"Unconfined Restricted Fields spec.securityContext.seccompProfile.type spec.containers[*].securityContext.seccompProfile.type spec.initContainers[*].securityContext.seccompProfile.type spec.ephemeralContainers[*].securityContext.seccompProfile.type Allowed Values Undefined/nil RuntimeDefault Localhost Sysctls can disable security mechanisms or affect all containers on a host, and should be disallowed except for an allowed ""safe"" subset. A sysctl is considered safe if it is namespaced in the container or the Pod, and it is isolated from other Pods or processes on the same Node. Restricted Fields spec.securityContext.sysctls[*].name Allowed Values Undefined/nil kernel.shm_rmid_forced net.ipv4.ip_local_port_range net.ipv4.ip_unprivileged_port_start net.ipv4.tcp_syncookies net.ipv4.ping_group_range net.ipv4.ip_local_reserved_ports (since Kubernetes 1.27) net.ipv4.ip_local_reserved_ports net.ipv4.tcp_keepalive_time (since Kubernetes 1.29) net.ipv4.tcp_keepalive_time net.ipv4.tcp_fin_timeout (since Kubernetes 1.29) net.ipv4.tcp_fin_timeout net.ipv4.tcp_keepalive_intvl (since Kubernetes 1.29) net.ipv4.tcp_keepalive_intvl net.ipv4.tcp_keepalive_probes (since Kubernetes 1.29) net.ipv4.tcp_keepalive_probes"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__profile_details__restricted__0005__chunk_0001,1,3,45,"Section: Profile Details > Restricted. The Restricted policy is aimed at enforcing current Pod hardening best practices, at the expense of some compatibility. It is targeted at operators and developers of security-critical applications, as well as lower-trust users. The following listed controls should be enforced/disallowed:"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__profile_details__restricted__note__0006__chunk_0001,1,7,199,"* spec.containers[*].securityContext The Restricted policy only permits the following volume types. Restricted Fields spec.volumes[*] Allowed Values spec.volumes[*] spec.volumes[*].configMap spec.volumes[*].csi spec.volumes[*].downwardAPI spec.volumes[*].emptyDir spec.volumes[*].ephemeral spec.volumes[*].persistentVolumeClaim spec.volumes[*].projected spec.volumes[*].secret Privilege escalation (such as via set-user-ID or set-group-ID file mode) should not be allowed. This is Linux only policy in v1.25+ (spec.os.name!= windows) (spec.os.name!= windows) Restricted Fields spec.containers[*].securityContext.allowPrivilegeEscalation spec.initContainers[*].securityContext.allowPrivilegeEscalation spec.ephemeralContainers[*].securityContext.allowPrivilegeEscalation Allowed Values false Containers must be required to run as non-root users. Restricted Fields spec.securityContext.runAsNonRoot spec.containers[*].securityContext.runAsNonRoot spec.initContainers[*].securityContext.runAsNonRoot spec.ephemeralContainers[*].securityContext.runAsNonRoot Allowed Values true nil spec.securityContext.runAsNonRoot true Containers must not set runAsUser to 0 Restricted Fields spec.securityContext.runAsUser spec.containers[*].securityContext.runAsUser spec.initContainers[*].securityContext.runAsUser spec.ephemeralContainers[*].securityContext.runAsUser Allowed Values any non-zero value undefined/null Seccomp profile must be explicitly set to one of the allowed values. Both the Unconfined profile and the absence of a profile are prohibited. This is Linux only policy in v1.25+ (spec.os.name!= windows) Unconfined (spec.os.name!= windows) Restricted Fields spec.securityContext.seccompProfile.type spec.containers[*].securityContext.seccompProfile.type spec.initContainers[*].securityContext.seccompProfile.type spec.ephemeralContainers[*].securityContext.seccompProfile.type Allowed Values RuntimeDefault Localhost nil spec.securityContext.seccompProfile.type nil Containers must drop ALL capabilities, and are only permitted to add back the NET_BIND_SERVICE capability. This is Linux only policy in v1.25+ (.spec.os.name!= ""windows"") ALL NET_BIND_SERVICE (.spec.os.name!= ""windows"") Restricted Fields spec.containers[*].securityContext.capabilities.drop spec.initContainers[*].securityContext.capabilities.drop spec.ephemeralContainers[*].securityContext.capabilities.drop Allowed Values Any list of capabilities that includes ALL ALL Restricted Fields spec.containers[*].securityContext.capabilities.add spec.initContainers[*].securityContext.capabilities.add spec.ephemeralContainers[*].securityContext.capabilities.add Allowed Values Undefined/nil NET_BIND_SERVICE"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__policy_instantiation__0007__chunk_0001,1,4,57,"Decoupling policy definition from policy instantiation allows for a common understanding and consistent language of policies across clusters, independent of the underlying enforcement mechanism. As mechanisms mature, they will be defined below on a per-policy basis. The methods of enforcement of individual policies are not defined here. Pod Security Admission Controller Privileged namespace Baseline namespace Restricted namespace"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__policy_instantiation__alternatives__0008__chunk_0001,1,1,23,"Section: Policy Instantiation > Alternatives. Other alternatives for enforcing policies are being developed in the Kubernetes ecosystem, such as: Kubewarden Kyverno OPA Gatekeeper"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__pod_os_field__0009__chunk_0001,1,4,45,"Kubernetes lets you use nodes that run either Linux or Windows. You can mix both kinds of node in one cluster. Windows in Kubernetes has some limitations and differentiators from Linux-based workloads. Specifically, many of the Pod securityContext fields have no effect on Windows. securityContext"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__pod_os_field__restricted_pod_security_standard_changes__0010__chunk_0001,1,2,52,"Section: Pod OS field > Restricted Pod Security Standard changes. Another important change, made in Kubernetes v1.25 is that the Restricted policy has been updated to use the pod.spec.os.name field. Based on the OS name, certain policies that are specific to a particular OS can be relaxed for the other OS. pod.spec.os.name"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__pod_os_field__restricted_pod_security_standard_changes__os_specific_policy_controls__0011__chunk_0001,1,1,28,Section: Restricted Pod Security Standard changes > OS-specific policy controls. Restrictions on the following controls are only required if.spec.os.name is not windows:.spec.os.name windows Privilege Escalation Seccomp Linux Capabilities
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__user_namespaces__0012__chunk_0001,1,2,38,Section: Pod Security Standards > User namespaces. User Namespaces are a Linux-only feature to run workloads with increased isolation. How they work together with Pod Security Standards is described in the documentation for Pods that use user namespaces.
